parent_sctid,parent_sctid_2,parent_sctid_3,concept_sctid,fsn,pref_term,kp_clinician_display_name,icd9-CM,icd10-CM,kp_patient_display_name
198903000,,,119901000119109,Partial placenta previa with hemorrhage (disorder),Partial placenta previa with hemorrhage,Partial placenta previa w hemorrhage,641.10,O44.10,Partial placenta previa with hemorrhage
,,,83330001,Patent ductus arteriosus (disorder),Patent ductus arteriosus,Patent ductus arteriosus,747.0,Q25.0,Patent ductus arteriosus
,,,204317008,Patent foramen ovale (disorder),Patent foramen ovale,Patent foramen ovale,745.5,Q21.1,Patent foramen ovale
,,,274146004,Pathological fracture of vertebra (disorder),Pathological fracture of vertebra,Vertebral pathological fx,733.13,M84.48XA,Vertebra (back bone) fracture
373573001,,,146921000119104,Patient pregnant during encounter for other complaint (situation),Patient pregnant during encounter for other complaint,"Pregnant state, incidental",V22.2,Z33.1,"Pregnant state, incidental"
,,,38774000,Pectus carinatum (disorder),Pectus carinatum,Pectus carinatum,754.82,Q67.7,Pectus carinatum
,,,391987005,Pectus excavatum (disorder),Pectus excavatum,Pectus excavatum,754.81,Q67.6,Pectus excavatum
,,,432788009,Pediatric failure to thrive (disorder),Pediatric failure to thrive,"Failure to thrive, child",783.41,R62.51,"Failure to thrive, child"
,,,429275000,Pelvic somatic dysfunction (finding),Pelvic somatic dysfunction,Somatic dysfunction of pelvic region,739.5,M99.05,Somatic dysfunction of pelvic region
,,,13200003,Peptic ulcer (disorder),Peptic ulcer,Peptic ulcer,533.90,K27.9,Peptic ulcer
,,,446096008,Perennial allergic rhinitis (disorder),Perennial allergic rhinitis,Perennial allergic rhinitis,477.9,J30.89,"Allergic rhinitis, perennial"
60442001,,,1084361000119100,Perforation of bilateral tympanic membranes (disorder),Perforation of bilateral tympanic membranes,Bilat perforation of eardrum,384.20,H72.93,Both sides perforation of eardrums
60442001,,,1089431000119103,Perforation of left tympanic membrane (disorder),Perforation of left tympanic membrane,Left perforation of eardrum,384.20,H72.92,Left perforation of eardrum
,,,80142000,Perforation of nasal septum (disorder),Perforation of nasal septum,Nasal septal perforation,478.19,J34.89,Perforation of nasal septum
60442001,,,1092041000119108,Perforation of right tympanic membrane (disorder),Perforation of right tympanic membrane,Right perforation of eardrum,384.20,H72.91,Right perforation of eardrum
,,,373945007,Pericardial effusion (disorder),Pericardial effusion,Pericardial effusion,423.9,I31.3,Pericardial effusion (fluid around heart)
,,,3238004,Pericarditis (disorder),Pericarditis,Pericarditis,423.9,I31.9,Pericarditis (inflammation of heart sac)
276477006,,,161541000119104,Perimenopausal state (finding),Perimenopausal state,Perimenopausal,627.2,Z78.0,Perimenopause (around the time of menopause)
,,,418763003,Periodic limb movement disorder (disorder),Periodic limb movement disorder,Periodic limb movement disorder,327.51,G47.61,Periodic limb movement disorder
,,,238751002,Perioral dermatitis (disorder),Perioral dermatitis,Perioral dermatitis,695.3,L71.0,Dermatitis perioral (around the mouth)
,,,422166005,Peripheral circulatory disorder associated with type II diabetes mellitus (disorder),Peripheral circulatory disorder associated with type II diabetes mellitus,DM 2 w diabetic peripheral vascular disease,250.70/443.81,E11.51,Diabetes type 2 with circulation disorder
,,,271809000,Peripheral edema (disorder),Peripheral edema,Peripheral edema,782.3,R60.9,"Edema (swelling), arms and legs"
,,,302226006,Peripheral nerve disease (disorder),Peripheral nerve disease,Peripheral neuropathy,356.9,G64,"Neuropathy (nerve damage), peripheral"
421468001,,,71791000119104,Peripheral neuropathy due to type 1 diabetes mellitus (disorder),Peripheral neuropathy due to type 1 diabetes mellitus,DM 1 w diabetic peripheral neuropathy,250.61/357.2,E10.42,Diabetes type 1 with peripheral neuropathy
421326000,424736006,,1511000119107,Peripheral neuropathy due to type 2 diabetes mellitus (disorder),Peripheral neuropathy due to type 2 diabetes mellitus,DM 2 w diabetic peripheral neuropathy,250.60/357.2,E11.40,Diabetes type 2 with peripheral neuropathy
,,,400047006,Peripheral vascular disease (disorder),Peripheral vascular disease,Peripheral vascular disease,443.9,I73.9,Peripheral vascular disease
,,,20696009,Peripheral venous insufficiency (disorder),Peripheral venous insufficiency,Peripheral venous insufficiency,459.81,I87.2,Peripheral venous insufficiency
397578001,,,1021000119106,Peripherally inserted central venous catheter in situ (finding),Peripherally inserted central venous catheter in situ,Presence of PICC line,V45.89,Z95.9,Presence of peripherally inserted central catheter (PICC) line
,,,91669008,Perirectal abscess (disorder),Perirectal abscess,Perirectal abscess,566,K61.1,Perirectal abscess
,,,84027009,Pernicious anemia (disorder),Pernicious anemia,Pernicious anemia,281.0,D51.0,"Anemia, pernicious"
,,,191997003,Persistent insomnia (disorder),Persistent insomnia,Persistent insomnia,307.42,F51.09,Persistent insomnia
,,,421986006,Persistent proteinuria associated with type II diabetes mellitus (disorder),Persistent proteinuria associated with type II diabetes mellitus,DM 2 w diabetic nephropathy,250.40/583.81,E11.21,"Diabetes, type 2 with nephropathy"
23875004,418138009,,151811000119109,"Person with feared complaint, no diagnosis made (person)","Person with feared complaint, no diagnosis made","Person w feared complaint, no diagnosis made",V65.5,Z71.1,"Person w feared complaint, no diagnosis made"
,,,228146008,Personal care impairment (finding),Personal care impairment,Impairment of self care,V49.89,Z78.9,Impairment of self care
,,,415081006,Personal history of primary malignant neoplasm of kidney (situation),History of malignant neoplasm of kidney,Hx of kidney cancer,V10.52,Z85.528,History of cancer of the kidney
,,,415082004,Personal history of primary malignant neoplasm of lung (situation),History of malignant neoplasm of lung,Hx of lung cancer,V10.11,Z85.118,History of cancer of lung
,,,415086001,Personal history of primary malignant neoplasm of urinary bladder (situation),History of malignant neoplasm of bladder,Hx of urinary bladder cancer,V10.51,Z85.51,History of cancer of the urinary bladder
,,,33449004,Personality disorder (disorder),Personality disorder,Personality disorder,301.9,F60.9,Personality disorder
,,,405737000,Pharyngitis (disorder),Pharyngitis,Pharyngitis,462,J02.9,Pharyngitis (throat inflammation)
9431000,,,178371000119101,"Phase of life problem, axis I (finding)","Phase of life problem, axis I","Phase of life problem, Axis 1",V62.89,Z60.0,"Phase of life problem, Axis 1"
,,,449826002,Phimosis (disorder),Phimosis,Phimosis,605,N47.1,Phimosis (tight foreskin)
,,,85224001,Pilonidal cyst with abscess (disorder),Pilonidal cyst with abscess,Pilonidal cyst w abscess,685.0,L05.01,Pilonidal cyst with abscess
,,,254956000,Pituitary adenoma (disorder),Pituitary adenoma,"Adenoma, pituitary",227.3,D35.2,Adenoma of pituitary
,,,254963000,Pituitary microadenoma (disorder),Pituitary microadenoma,Pituitary microadenoma,227.3,D35.2,"Benign neoplasm pituitary, microadenoma"
,,,402296004,Pityriasis alba (disorder),Pityriasis alba,Pityriasis alba,696.5,L30.5,Pityriasis alba
,,,77252004,Pityriasis rosea (disorder),Pityriasis rosea,Pityriasis rosea,696.3,L42,Pityriasis rosea
,,,56454009,Pityriasis versicolor (disorder),Pityriasis versicolor,Tinea versicolor,111.0,B36.0,Tinea versicolor
,,,169957005,Placental abnormality (finding),Placental abnormality,Abnl placenta,656.70,O43.90,Abnormal placenta
,,,21850008,Plagiocephaly (disorder),Plagiocephaly,Plagiocephaly,754.0,Q67.3,Plagiocephaly
,,,60046008,Pleural effusion (disorder),Pleural effusion,Pleural effusion,511.9,J90,Pleural effusion (fluid around lung)
,,,2237002,Pleuritic pain (finding),Pleuritic pain,Pleuritic chest pain,786.52,R07.81,"Chest pain, pleuritic"
,,,233604007,Pneumonia (disorder),Pneumonia,Pneumonia,486,J18.9,Pneumonia
,,,36118008,Pneumothorax (disorder),Pneumothorax,Pneumothorax,512.89,J93.9,Pneumothorax (collapsed lung)
,,,432807008,Pollen-food allergy (disorder),Pollen-food allergy,Oral allergy syndrome,995.3,T78.40XA,Oral allergy syndrome
,,,109992005,Polycythemia vera (disorder),Polycythemia vera (clinical),Polycythemia vera,238.4,D45,Polycythemia vera
,,,86203003,Polyhydramnios (disorder),Polyhydramnios,Polyhydramnios,657.00,O40.9XX0,Polyhydramnios (excessive amniotic fluid)
,,,65323003,Polymyalgia rheumatica (disorder),Polymyalgia rheumatica,Polymyalgia rheumatica,725,M35.3,Polymyalgia rheumatica
,,,42345000,Polyneuropathy (disorder),Polyneuropathy,Polyneuropathy,356.9,G62.9,Polyneuropathy (multiple nerve disorder)
,,,421707005,Polyneuropathy associated with type II diabetes mellitus (disorder),Polyneuropathy associated with type II diabetes mellitus,DM 2 w diabetic polyneuropathy,250.60/357.2,E11.42,Diabetes type 2 with diabetic polyneuropathy
,,,7339009,Polyneuropathy due to drug (disorder),Polyneuropathy due to drug,Drug induced polyneuropathy,357.6,G62.0,Polyneuropathy (multiple nerve disorder) due to drug
,,,65576009,Polyp of cervix (disorder),Polyp of cervix,Cervical polyp,622.7,N84.1,Polyp of cervix
,,,68496003,Polyp of colon (disorder),Polyp of colon,Colon polyp,211.3,K63.5,Colon polyp
,,,11314008,Polyp of corpus uteri (disorder),Polyp of corpus uteri,Endometrial polyp,621.0,N84.0,Endometrial polyp
,,,197433003,Polyp of gallbladder (disorder),Polyp of gallbladder,Gallbladder polyps,575.6,K82.4,Gallbladder polyps
,,,445273005,Polysubstance abuse (disorder),Polysubstance abuse,Polysubstance abuse,305.90,F19.10,Polysubstance abuse
,,,34742003,Portal hypertension (disorder),Portal hypertension,Portal htn,572.3,K76.6,Portal hypertension
,,,17920008,Portal vein thrombosis (disorder),Portal vein thrombosis,Thrombosis of portal vein,452,I81,Thrombosis of portal vein
254024005,,,673641000119105,Positional plagiocephaly (disorder),Positional plagiocephaly,Positional plagiocephaly,754.0,Q67.3,Positional plagiocephaly
,,,373108000,Post percutaneous transluminal coronary angioplasty (finding),Post percutaneous transluminal coronary angioplasty,HX of percutaneous transluminal coronary angioplasty,V45.82,Z98.61,History of percutaneous transluminal coronary angioplasty
,,,238699007,Post-inflammatory hyperpigmentation (disorder),Post-inflammatory hyperpigmentation,Postinflammatory hyperpigmentation,709.00,L81.0,"Hyperpigmentation (darkening) skin, after inflammation"
,,,237527007,Postablative hypothyroidism (disorder),Postablative hypothyroidism,Postablative hypothyroidism,244.1,E89.0,"Hypothyroidism (low thyroid), after ablation"
,,,40425004,Postconcussion syndrome (disorder),Postconcussion syndrome,Postconcussion syndrome,310.2,F07.81,Postconcussion syndrome
,,,410567004,Posterior capsule opacification (disorder),Posterior capsule opacification,Cloudy posterior capsule,366.50,H26.40,Cloudy posterior capsule (eye condition)
,,,75803007,Posterior rhinorrhea (disorder),Posterior rhinorrhea,Postnasal drip,784.91,R09.82,Postnasal drip
,,,2177002,Postherpetic neuralgia (disorder),Postherpetic neuralgia,Postherpetic neuralgia,053.19,B02.29,Postherpetic neuralgia (nerve pain after shingles)
,,,76742009,Postmenopausal bleeding (finding),Postmenopausal bleeding,Postmenopausal bleeding,627.1,N95.0,Postmenopausal bleeding
,,,76498008,Postmenopausal state (finding),Postmenopausal state,Postmenopausal state,V49.81,Z78.0,Postmenopausal (has gone through menopause)
,,,27059002,Postoperative hypothyroidism (disorder),Postoperative hypothyroidism,Postoperative hypothyroidism,244.0,E89.0,"Hypothyroidism (low thyroid), after surgery"
,,,58703003,Postpartum depression (disorder),Postpartum depression,Postpartum depression,648.44/311,F53,Postpartum depression (after childbirth)
11687002,,,40791000119105,Postpartum gestational diabetes mellitus (disorder),Postpartum gestational diabetes mellitus,Postpartum gestational DM,648.84,O24.439,"Gestational diabetes (diabetes of pregnancy), delivered"
,,,47821001,Postpartum hemorrhage (disorder),Postpartum hemorrhage,Postpartum hemorrhage,666.14,O72.1,"Hemorrhage, postpartum (after childbirth)"
76844004,,,12246251000119100,Postprocedural wound infection (disorder),Postprocedural wound infection,Postprocedural wound infection,998.59,T81.4XXA,Wound infection after surgery
90968009,,,22281000119101,Postterm pregnancy of 40 to 42 weeks (disorder),Postterm pregnancy of 40 to 42 weeks,"Postterm pregnancy, 40 to 42 weeks",645.10,O48.0,"Postterm pregnancy, over 40 weeks to 42 weeks"
,,,47505003,Posttraumatic stress disorder (disorder),Posttraumatic stress disorder,Posttraumatic stress disorder,309.81,F43.10,Posttraumatic stress disorder
,,,398254007,Pre-eclampsia (disorder),Pre-eclampsia,Antepartum preeclampsia,642.40,O14.90,Preeclampsia (high blood pressure and protein in urine during pregnancy)
,,,51920004,Precipitate labor (disorder),Precipitate labor,Precipitate labor,661.30,O62.3,Precipitate labor (unusually rapid labor)
73211009,,,178381000119103,Prediabetes (disorder),Prediabetes,Prediabetes,790.29,R73.09,Prediabetes
199005000,,,22331000119109,Preexisting hypertension in pregnancy (disorder),Preexisting hypertension in pregnancy,Preexisting HTN in pregnancy,642.03,O10.919,Preexisting hypertension in pregnancy
,,,250423000,Pregnancy test positive (finding),Pregnancy test positive,Pregnancy test positive,V72.42,Z32.01,"Pregnancy examination or test, positive result"
,,,4557003,Preinfarction syndrome (disorder),Preinfarction syndrome,Unstable angina,411.1,I20.0,Unstable angina
,,,103021001,Premature adrenarche (finding),Premature adrenarche,Premature adrenarche,259.1,E27.0,Premature adrenarche (puberty disorder)
,,,284470004,Premature atrial contraction (disorder),Premature atrial contraction,Atrial premature beats,427.61,I49.1,Atrial premature beats
282020008,,,10744051000119101,Premature delivery before 37 weeks (finding),Premature delivery before 37 weeks,Preterm delivery before 37 weeks,644.21,O60.10X0,Early onset of delivery before 37 weeks
,,,102889008,Premature development of the breasts (finding),Premature development of the breasts,Premature breast development,259.1,E30.8,Premature breast development
,,,44001008,Premature ejaculation (finding),Premature ejaculation,Premature ejaculation,302.75,F52.4,Premature ejaculation
,,,395507008,Premature infant (finding),Premature infant,Prematurity of newborn,765.10,P07.30,Premature infant
,,,373717006,Premature menopause (finding),Premature menopause,Premature menopause,256.31,E28.319,Premature menopause
,,,44223004,Premature rupture of membranes (disorder),Premature rupture of membranes,PROM (premature rupture of membranes),658.10,O42.90,Premature rupture of membranes
,,,289733005,Premature uterine contraction (finding),Premature uterine contraction,Preterm uterine contractions,644.00,O60.00,Preterm uterine contractions
,,,596004,Premenstrual dysphoric disorder (disorder),Premenstrual dysphoric disorder,Premenstrual dysphoric disorder,625.4,N94.3,Premenstrual dysphoric disorder
,,,82639001,Premenstrual tension syndrome (disorder),Premenstrual tension syndrome,Premenstrual syndrome,625.4,N94.3,Premenstrual syndrome
,,,41256004,Presbyopia (disorder),Presbyopia,Presbyopia,367.4,H52.4,Presbyopia (age related vision difficulty)
251859005,,,99471000119101,Presence of arteriovenous shunt for hemodialysis (finding),Presence of arteriovenous shunt for hemodialysis,Presence of AV shunt for hemodialysis,V45.11,Z99.2,Presence of arteriovenous shunt for hemodialysis
449844005,,,10978291000119103,Presence of bilateral breast implant (finding),Presence of bilateral breast implant,Presence of bilat breast implant,V43.82,Z98.82,Presence of bilateral breast implant
53741008,397578001,,216601000119109,Presence of coronary artery stent in patient with coronary artery disease (disorder),Presence of coronary artery stent in patient with coronary artery disease,"CAD, presence of stent",414.00/V45.82,I25.10/Z95.5,"Coronary artery disease (CAD), presence of stent"
439053001,,,286981000119106,Presence of Foley catheter (finding),Presence of Foley catheter,Presence of foley catheter,V45.89,Z96.0,Presence of foley catheter
413233009,,,11000101000119105,Presence of laparoscopic band (finding),Presence of laparoscopic band,Presence of laparoscopic gastric banding device,V45.86,Z98.84,Presence of laparoscopic gastric banding device
449844005,,,10999881000119102,Presence of left breast implant (finding),Presence of left breast implant,Presence of left breast implant,V43.82,Z98.82,Presence of left breast implant
449842009,,,97741000119106,Presence of nasogastric feeding tube (finding),Presence of nasogastric feeding tube,Presence of nasogastric tube for feeding,V45.89,Z97.8,Presence of nasogastric (from nose into stomach) tube for feeding
118222006,,,10999771000119108,Presence of retained hardware (finding),Presence of retained hardware,Presence of retained hardware,V45.89,Z96.9,Presence of retained hardware
449844005,,,10999921000119109,Presence of right breast implant (finding),Presence of right breast implant,Presence of right breast implant,V43.82,Z98.82,Presence of right breast implant
247253001,,,11000001000119106,Presence of tympanostomy tubes (finding),Presence of tympanostomy tubes,Presence of tympanostomy tubes,V45.89,Z96.22,Presence of tympanostomy tubes
,,,225562005,Pressure sore on sacrum (disorder),Pressure sore on sacrum,Pressure ulcer of sacrum,707.03/707.20,L89.159,Pressure ulcer of sacrum
225563000,,,10637031000119106,Pressure ulcer of buttock stage 1 (disorder),Pressure ulcer of buttock stage 1,Pressure ulcer of buttock stage 1,707.05/707.21,L89.301,Pressure ulcer of buttock stage 1
225563000,,,10637071000119109,Pressure ulcer of buttock stage 2 (disorder),Pressure ulcer of buttock stage 2,Pressure ulcer of buttock stage 2,707.05/707.22,L89.302,Pressure ulcer of buttock stage 2
225563000,,,10637111000119102,Pressure ulcer of buttock stage 3 (disorder),Pressure ulcer of buttock stage 3,Pressure ulcer of buttock stage 3,707.05/707.23,L89.303,Pressure ulcer of buttock stage 3
225563000,,,10637151000119101,Pressure ulcer of buttock stage 4 (disorder),Pressure ulcer of buttock stage 4,Pressure ulcer of buttock stage 4,707.05/707.24,L89.304,Pressure ulcer of buttock stage 4
6383007,,,10761241000119104,Preterm labor with preterm delivery (finding),Preterm labor with preterm delivery,Preterm labor w preterm delivery,644.21,O60.10X0,Preterm labor and delivery
6383007,,,10761341000119105,Preterm labor without delivery (finding),Preterm labor without delivery,Preterm labor wo delivery,644.03,O60.00,Preterm labor without delivery
200144004,,,11101091000119102,Previous cesarean section (finding),Previous cesarean section,Previous cesarean section,654.20,O34.21,History of Cesarean section
93761005,,,1701000119104,Primary adenocarcinoma of colon (disorder),Primary adenocarcinoma of colon,"Adenocarcinoma, colon",153.9,C18.9,"Cancer of the colon, adenocarcinoma"
93880001,254626006,,184811000119100,Primary adenocarcinoma of lung (disorder),Primary adenocarcinoma of lung,"Adenocarcinoma, lung",162.9,C34.90,"Cancer of the lung, adenocarcinoma"
,,,430335007,Primary apnea in the newborn (finding),Primary apnea in the newborn,Neonatal primary apnea,770.81,P28.3,Neonatal primary apnea
,,,89461002,Primary cardiomyopathy (disorder),Primary cardiomyopathy,Idiopathic cardiomyopathy,425.4,I42.9,"Cardiomyopathy, primary (heart condition)"
,,,5084002,Primary female infertility (disorder),Primary female infertility,Primary female infertility,628.9,N97.9,"Female infertility, primary"
,,,36348003,Primary hyperparathyroidism (disorder),Primary hyperparathyroidism,Primary hyperparathyroidism,252.01,E21.0,"Hyperparathyroidism, primary"
,,,3972004,Primary insomnia (disorder),Primary insomnia,Primary insomnia,307.42,F51.01,Primary insomnia
93796005,,,45221000119105,Primary invasive malignant neoplasm of female breast (disorder),Primary invasive malignant neoplasm of female breast,Invasive female breast cancer,174.9,C50.919,"Cancer, breast, invasive, female"
239872002,201835007,,323291000119108,Primary localized osteoarthritis of left hip (disorder),Primary localized osteoarthritis of left hip,Osteoarthritis of left hip,715.15,M16.12,Osteoarthritis of left hip
201829007,239873007,,323301000119109,Primary localized osteoarthritis of left knee (disorder),Primary localized osteoarthritis of left knee,Osteoarthritis of left knee,715.16,M17.12,Osteoarthritis of left knee
239872002,201835007,,323311000119107,Primary localized osteoarthritis of right hip (disorder),Primary localized osteoarthritis of right hip,Osteoarthritis of right hip,715.15,M16.11,Osteoarthritis of right hip
201829007,239873007,,323321000119100,Primary localized osteoarthritis of right knee (disorder),Primary localized osteoarthritis of right knee,Osteoarthritis of right knee,715.16,M17.11,Osteoarthritis of right knee
201829007,37895003,,323251000119103,Primary localized osteoarthritis of the first left carpometacarpal joint (disorder),Primary localized osteoarthritis of the first left carpometacarpal joint,Osteoarthritis of left first CMC joint,715.14,M18.12,Osteoarthritis of left first wrist joint
201829007,37895003,,323261000119101,Primary localized osteoarthritis of the first right carpometacarpal joint (disorder),Primary localized osteoarthritis of the first right carpometacarpal joint,Osteoarthritis of right first CMC joint,715.14,M18.11,Osteoarthritis of right first wrist joint
93880001,,,15637071000119100,Primary malignant neoplasm of bilateral lungs (disorder),Primary malignant neoplasm of bilateral lungs,"Lung cancer, bilat lungs",162.9,C34.91/C34.92,"Lung cancer, bilateral lungs"
,,,93689003,Primary malignant neoplasm of bladder (disorder),Primary malignant neoplasm of bladder,Bladder cancer,188.9,C67.9,Cancer of the urinary bladder
,,,93781006,Primary malignant neoplasm of endometrium (disorder),Primary malignant neoplasm of endometrium,Endometrial cancer,182.0,C54.1,Cancer of the endometrium
,,,371984007,Primary malignant neoplasm of esophagus (disorder),Primary malignant neoplasm of esophagus,Esophageal cancer,150.9,C15.9,Cancer of the esophagus
93796005,,,353431000119107,Primary malignant neoplasm of female left breast (disorder),Primary malignant neoplasm of female left breast,"Female breast cancer, left breast",174.9,C50.912,"Cancer, female breast, left breast"
93796005,,,353511000119101,Primary malignant neoplasm of female right breast (disorder),Primary malignant neoplasm of female right breast,"Female breast cancer, right breast",174.9,C50.911,"Cancer female breast, right breast"
93880001,,,354701000119107,Primary malignant neoplasm of left lung (disorder),Primary malignant neoplasm of left lung,"Lung cancer, left lung",162.9,C34.92,"Cancer, left lung"
,,,372003004,Primary malignant neoplasm of pancreas (disorder),Primary malignant neoplasm of pancreas,Pancreatic cancer,157.9,C25.9,"Cancer of the pancreas, primary"
,,,93984006,Primary malignant neoplasm of rectum (disorder),Primary malignant neoplasm of rectum,Rectal cancer,154.1,C20,Cancer of the rectum
93880001,,,354741000119109,Primary malignant neoplasm of right lung (disorder),Primary malignant neoplasm of right lung,"Lung cancer, right lung",162.9,C34.91,"Cancer, right lung"
,,,372014001,Primary malignant neoplasm of stomach (disorder),Primary malignant neoplasm of stomach,Stomach cancer,151.9,C16.9,Cancer of the stomach
82300000,239862000,,318641000119101,Primary osteoarthritis of left ankle (disorder),Primary osteoarthritis of left ankle,Osteoarthritis of left ankle,715.17,M19.072,Osteoarthritis of left ankle
22193007,,,318661000119102,Primary osteoarthritis of left hand (disorder),Primary osteoarthritis of left hand,Osteoarthritis of left hand,715.14,M19.042,Osteoarthritis of left hand
239862000,67315001,,318671000119108,Primary osteoarthritis of left shoulder region (disorder),Primary osteoarthritis of left shoulder region,Osteoarthritis of left shoulder,715.11,M19.012,Osteoarthritis of left shoulder
82300000,239862000,,318691000119109,Primary osteoarthritis of right ankle and/or foot (disorder),Primary osteoarthritis of right ankle and/or foot,Osteoarthritis of right ankle,715.17,M19.071,Osteoarthritis of right ankle
239862000,22193007,,318711000119107,Primary osteoarthritis of right hand (disorder),Primary osteoarthritis of right hand,Osteoarthritis of right hand,715.14,M19.041,Osteoarthritis of right hand
239862000,67315001,,318721000119100,Primary osteoarthritis of right shoulder (disorder),Primary osteoarthritis of right shoulder,Osteoarthritis of right shoulder,715.11,M19.011,Osteoarthritis of right shoulder
,,,277843001,Problem behavior (finding),Problem behavior,Behavioral problem,V40.9,F69,Behavioral problem
,,,73998008,Prolapse of female genital organs (disorder),Prolapse of female genital organs,Female genital organ prolapse,618.9,N81.9,"Prolapse, female genital organs"
,,,42116007,Prolapse of vaginal vault after hysterectomy (disorder),Prolapse of vaginal vault after hysterectomy,Prolapse of vaginal vault after hysterectomy,618.5,N99.3,Prolapse of vaginal vault after hysterectomy
,,,240215009,Prolapsed cervical intervertebral disc (disorder),Prolapsed cervical intervertebral disc,Cervical disc herniation,722.0,M50.20,Cervical disc herniation
,,,202708005,Prolapsed lumbar intervertebral disc (disorder),Prolapsed lumbar intervertebral disc,Lumbar disc herniation,722.10,M51.26,Lumbar disc herniation
422034002,59276001,,1501000119109,Proliferative retinopathy due to type 2 diabetes mellitus (disorder),Proliferative retinopathy due to type 2 diabetes mellitus,DM 2 w proliferative diabetic retinopathy,250.50/362.02,E11.359,Diabetes type 2 with retinopathy
30281009,,,154411000119109,Prostate nodule (disorder),Prostate nodule,Prostate nodule,600.10,N40.2,Prostate nodule
,,,9713002,Prostatitis (disorder),Prostatitis,Prostatitis,601.9,N41.9,Prostatitis (inflammation of prostate)
,,,29738008,Proteinuria (finding),Proteinuria,Proteinuria,791.0,R80.9,Proteinuria (protein in urine)
420279001,236500003,,157141000119108,Proteinuria due to type 2 diabetes mellitus (disorder),Proteinuria due to type 2 diabetes mellitus (disorder),DM 2 w diabetic proteinuria,250.40/791.0,E11.29/R80.9,Diabetes type 2 with diabetic proteinuria
,,,90446007,Pruritus ani (disorder),Pruritus ani,Pruritus ani,698.0,L29.0,Pruritus ani (anal itching)
,,,95217000,Pseudophakia (disorder),Pseudophakia,Pseudophakia,V43.1,Z96.1,Pseudophakia (eye condition)
,,,9014002,Psoriasis (disorder),Psoriasis,Psoriasis,696.1,L40.9,Psoriasis
,,,33339001,Psoriasis with arthropathy (disorder),Psoriasis with arthropathy,Psoriatic arthritis,696.0,L40.50,Psoriatic arthritis
,,,425832009,Psychophysiologic insomnia (disorder),Psychophysiologic insomnia,Psychophysiologic insomnia,307.42,F51.04,Psychophysiologic insomnia
284465006,,,151901000119101,Psychosocial problems related to unwanted pregnancy (finding),Psychosocial problems related to unwanted pregnancy,Unwanted pregnancy,V61.7,Z64.0,Unwanted pregnancy
,,,69322001,Psychotic disorder (disorder),Psychotic disorder,Psychotic disorder,298.9,F29,Psychotic disorder
,,,19242006,Pulmonary edema (disorder),Pulmonary edema,Pulmonary edema,514,J81.1,Pulmonary edema (fluid in lungs)
,,,59282003,Pulmonary embolism (disorder),Pulmonary embolism,Pulmonary embolism,415.19,I26.99,Pulmonary embolism (blood clot in lung)
,,,70995007,Pulmonary hypertension (disorder),Pulmonary hypertension,Pulmonary HTN,416.8,I27.2,PULMONARY HYPERTENSION
233691007,,,4531000119100,Pulmonary infiltrates (disorder),Pulmonary infiltrates,Pulmonary infiltrates,793.19,R91.8,Pulmonary infiltrates
,,,267432004,Pure hypercholesterolemia (disorder),Pure hypercholesterolemia,Pure hypercholesterolemia,272.0,E78.0,Pure hypercholesterolemia
,,,45816000,Pyelonephritis (disorder),Pyelonephritis,Pyelonephritis,590.80,N12,Pyelonephritis (kidney infection)
,,,7520000,Pyrexia of unknown origin (finding),Pyrexia of unknown origin,Fever of unknown origin,780.60,R50.9,Fever of unknown origin
,,,4800001,Pyuria (finding),Pyuria,Pyuria,791.9,N39.0,Pyuria (pus cells in urine)
,,,21794005,Radial styloid tenosynovitis (disorder),Radial styloid tenosynovitis,DeQuervains tenosynovitis,727.04,M65.4,Tenosynovitis of radial styloid
,,,235760009,Radiation proctitis (disorder),Radiation proctitis,Radiation induced proctitis,569.49/990,K62.7,Radiation induced proctitis (rectal inflammation)
,,,11679003,Radicular pain (finding),Radicular pain,Radicular pain,729.2,M54.10,Radicular pain
,,,396152005,Raised prostate specific antigen (finding),Raised prostate specific antigen,Elevated prostate specific antigen,790.93,R97.2,Elevated prostate specific antigen (PSA) measurement
,,,309080005,Raised TSH level (finding),Raised TSH level,Elevated TSH,259.9,R94.6,Elevated thyroid stimulating hormone (TSH)
,,,195295006,Raynaud's disease (disorder),Raynaud's disease,Raynauds disease,443.0,I73.00,RAYNAUDS DISEASE
50043002,,,991000119106,Reactive airway disease (disorder),Reactive airway disease,Reactive airway disease,493.90,J45.909,Reactive airway disease (wheezing from allergies)
,,,12063002,Rectal hemorrhage (disorder),Rectal hemorrhage,Rectal bleeding,569.3,K62.5,Rectal bleeding
,,,57773001,Rectal prolapse (disorder),Rectal prolapse,Rectal prolapse,569.1,K62.3,Prolapsed rectum
,,,439469002,Recurrent abdominal pain (finding),Recurrent abdominal pain,Recurrent abdominal pain,789.00,R10.9,"Abdominal pain, recurrent"
,,,195677001,Recurrent acute tonsillitis (disorder),Recurrent acute tonsillitis,Recurrent acute tonsillitis,463,J03.91,Recurrent acute tonsillitis
,,,402894005,Recurrent genital herpes simplex (disorder),Recurrent genital herpes simplex,Recurrent genital herpes simplex,054.10,A60.00,"Herpes simplex, genital, recurrent"
,,,37323009,Recurrent herpes simplex (disorder),Recurrent herpes simplex,Recurrent herpes simplex,054.9,B00.9,"Herpes simplex, recurrent"
